Num,Timestamp,C0,T0,C1,T1,C2,T2,C3,T3,C4,T4,C5,T5,S0,S1,S2,S3,S4,S5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
3700,2022-10-26T14:33:48.339Z,0.170499593019485mA,36.5625°,-2.0163254737854mA,39.625°,-1.63431906700134mA,40.25°,-0.464341759681701mA,43.125°,-0.00905554927885532mA,45.25°,0.0585029125213623mA,44.5625°,0.0m/s,0.00696019735187292m/s,-0.0121664572507143m/s,0.00225343182682991m/s,-2.33542666902424e-17m/s,7.43607015465386e-05m/s,0.0844261646270752mA,154,0,FALSE
3701,2022-10-26T14:33:49.342Z,0.223975002765655mA,36.5625°,-3.11564850807189mA,39.6875°,-0.572427988052368mA,40.1875°,-1.16679883003234mA,43.0625°,-0.19317814707756mA,45.25°,0.152762830257415mA,44.625°,-0.146628648042678m/s,-0.0433757044374942m/s,0.0361908748745918m/s,-0.66925436258316m/s,0.0286725386977195m/s,0.828339219093322m/s,0.0800996422767639mA,154,0,FALSE
3702,2022-10-26T14:33:50.350Z,-0.0688992142677307mA,36.5625°,-1.67403948307037mA,39.6875°,-0.83615756034851mA,40.1875°,-0.665931403636932mA,43.125°,-0.0856843516230583mA,45.25°,0.100628942251205mA,44.5625°,5.73610195715446e-05m/s,-9.0155399812275e-10m/s,0.0m/s,-5.37687291853199e-18m/s,7.1984832175076e-05m/s,0.000184948949026875m/s,0.0857853293418884mA,154,0,FALSE
3703,2022-10-26T14:33:51.355Z,-0.102515324950218mA,36.5°,-1.60800814628601mA,39.6875°,-0.729645371437072mA,40.1875°,-0.651414513587951mA,43.125°,-0.0867699086666107mA,45.25°,0.0184181407094001mA,44.5625°,0.0m/s,-4.23250457108135e-22m/s,0.0m/s,0.0m/s,-4.67106993085053e-08m/s,0.0m/s,0.167347311973571mA,154,0,FALSE
3704,2022-10-26T14:33:52.357Z,0.292583882808685mA,36.5625°,-1.63836801052093mA,39.6875°,-1.02431571483612mA,40.1875°,-0.982141613960266mA,43.0625°,-0.486247092485427mA,45.25°,-0.0301083736121654mA,44.5625°,0.0m/s,-0.000444016332039609m/s,0.000877483049407601m/s,-0.000654098868835717m/s,-0.000115882015961688m/s,-8.4639192209579e-05m/s,0.500630438327789mA,154,0,FALSE
3705,2022-10-26T14:33:53.363Z,-0.336752533912658mA,36.5°,-2.53435707092285mA,39.6875°,-2.03000879287719mA,40.1875°,-0.343618303537368mA,43.0625°,-0.00262172939255833mA,45.25°,-0.121579058468341mA,44.625°,0.131649315357208m/s,-0.000313158903736621m/s,-0.00492111034691333m/s,0.343901693820953m/s,-0.00729587394744157m/s,-0.386910766363143m/s,0.0833253860473632mA,154,0,FALSE
3706,2022-10-26T14:33:54.374Z,-1.28388011455535mA,36.5625°,-2.76707410812377mA,39.6875°,-1.52733159065246mA,40.1875°,-1.24132430553436mA,43.0625°,2.21977281570434mA,45.25°,-0.213519915938377mA,44.5625°,0.0536061003804206m/s,0.0388713032007217m/s,0.0217046216130256m/s,-0.147179171442985m/s,-0.0335115641355514m/s,0.0983382314443588m/s,0.088331401348114mA,154,0,FALSE
3707,2022-10-26T14:33:55.381Z,0.0200040731579065mA,36.5625°,-0.0171114690601825mA,39.625°,-0.046130821108818mA,40.25°,-0.682150602340698mA,43.0625°,0.244571834802627mA,45.25°,-0.0392703227698802mA,44.5625°,0.0807155072689056m/s,-0.00660100439563393m/s,0.00232770340517163m/s,-0.107360690832138m/s,-0.022405594587326m/s,0.0250497385859489m/s,0.0870583653450012mA,154,0,FALSE
3708,2022-10-26T14:33:56.384Z,-0.211885899305343mA,36.5°,-2.79307341575622mA,39.6875°,-0.736478507518768mA,40.1875°,-0.376393258571624mA,43.125°,0.0181062966585159mA,45.25°,0.0699645057320594mA,44.625°,-0.0975754782557487m/s,1.40129846432481e-45m/s,-0.00293718976899981m/s,0.0521101094782352m/s,0.0031495545990765m/s,0.0521321631968021m/s,0.0856992006301879mA,154,0,FALSE
3709,2022-10-26T14:33:57.387Z,-0.215249627828598mA,36.5625°,-2.57933497428894mA,39.6875°,-0.91363114118576mA,40.1875°,-0.376257687807083mA,43.0625°,0.0916563272476196mA,45.25°,0.125361591577529mA,44.625°,-0.0818733274936676m/s,0.000332203431753441m/s,-0.00234232703223824m/s,0.0811133086681366m/s,0.00308583490550518m/s,0.00355815910734236m/s,0.0768738985061645mA,154,0,FALSE
3710,2022-10-26T14:33:58.393Z,-0.20176014304161mA,36.5625°,-2.53518986701965mA,39.6875°,-0.958853483200073mA,40.25°,-0.415745139122009mA,43.0625°,0.0390773639082908mA,45.25°,0.118557356297969mA,44.5625°,-1.30403798251062e-25m/s,0.0m/s,0.0m/s,2.95169955936437e-33m/s,3.44299411203508e-09m/s,0.0m/s,0.0887526869773864mA,154,0,FALSE
3711,2022-10-26T14:33:59.394Z,-0.200910598039627mA,36.5°,-2.34324836730957mA,39.6875°,-1.00873482227325mA,40.1875°,-0.450673639774322mA,43.0625°,0.0285280831158161mA,45.25°,0.0582180023193359mA,44.625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0812864899635315mA,154,0,FALSE
3712,2022-10-26T14:34:00.399Z,0.174937963485717mA,36.5°,-2.05549526214599mA,39.6875°,-1.23306226730346mA,40.1875°,-0.788224160671234mA,43.125°,-0.0738785862922668mA,45.25°,-0.152157068252563mA,44.5625°,0.00010534164175624m/s,-1.7454148348861e-07m/s,0.000254395970841869m/s,-0.000385189632652327m/s,-0.000271138094831258m/s,-0.000183070675120688m/s,0.211818218231201mA,155,0,FALSE
3713,2022-10-26T14:34:01.404Z,-0.264810383319854mA,36.5°,-4.39319324493408mA,39.6875°,-1.41207075119018mA,40.1875°,-0.436821520328521mA,43.0625°,-0.111224502325057mA,45.25°,0.242530494928359mA,44.625°,-0.146392211318016m/s,-0.0288234613835811m/s,-0.0271532703191041m/s,0.179073184728622m/s,0.0477983653545379m/s,0.0153605481609702m/s,0.0857853293418884mA,155,0,FALSE
3714,2022-10-26T14:34:02.409Z,-0.879276752471923mA,36.5625°,-2.69389176368713mA,39.6875°,-2.09902477264404mA,40.1875°,0.22327834367752mA,43.0625°,0.572989642620086mA,45.25°,0.00838409923017025mA,44.5625°,0.148202553391456m/s,0.100372374057769m/s,-2.49046230316162m/s,0.425493597984313m/s,0.000653511844575405m/s,-0.462896883487701m/s,0.0851056575775146mA,155,0,FALSE
3715,2022-10-26T14:34:03.416Z,-0.149883776903152mA,36.5625°,-4.05736541748046mA,39.6875°,-1.5395164489746mA,40.1875°,-1.42029500007629mA,43.0625°,0.406721532344818mA,45.25°,0.144777983427047mA,44.625°,-0.0513262599706649m/s,0.00605443399399519m/s,0.0102422544732689m/s,-0.499901205301284m/s,0.0270596202462911m/s,0.531807601451873m/s,0.0856992602348327mA,155,0,FALSE
3716,2022-10-26T14:34:04.423Z,0.517547070980072mA,36.5°,0.487075537443161mA,39.6875°,1.54811596870422mA,40.1875°,1.70405983924865mA,43.125°,-1.38504314422607mA,45.25°,0.0859680846333503mA,44.5625°,0.104444503784179m/s,-0.00718657532706856m/s,0.0136085674166679m/s,-0.214319303631782m/s,0.00681518157944083m/s,0.12555456161499m/s,0.0851919054985046mA,155,0,FALSE
3717,2022-10-26T14:34:05.429Z,-0.0633419752120971mA,36.5°,-1.85731923580169mA,39.625°,-0.835240840911865mA,40.1875°,-0.470838010311126mA,43.0625°,-0.102668650448322mA,45.25°,0.0622924119234085mA,44.5625°,0.000672465364914387m/s,-0.00025970913702622m/s,8.374874596484e-05m/s,-0.000213488587178289m/s,7.46883606987046e-30m/s,-8.66433244595121e-11m/s,0.204093754291534mA,155,0,FALSE
3718,2022-10-26T14:34:06.436Z,0.0305614024400711mA,36.5°,-1.72945594787597mA,39.6875°,-0.845988273620605mA,40.1875°,-0.610433995723724mA,43.0625°,-0.0358514003455638mA,45.25°,0.0758223831653595mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0800134539604187mA,155,0,FALSE
3719,2022-10-26T14:34:07.439Z,0.0317720212042331mA,36.5°,-1.79856479167938mA,39.6875°,-0.862208724021911mA,40.1875°,-0.607136130332946mA,43.0625°,-0.0542572364211082mA,45.25°,0.0310445576906204mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.083325445652008mA,155,0,FALSE
3720,2022-10-26T14:34:08.446Z,-0.185526609420776mA,36.5°,-2.62780952453613mA,39.6875°,-1.54148006439208mA,40.1875°,-0.188253968954086mA,43.0625°,0.0621273964643478mA,45.25°,-0.144949331879615mA,44.5625°,-0.178525164723396m/s,0.00414958642795681m/s,-0.0254536475986242m/s,0.467510879039764m/s,-0.0172688886523246m/s,-0.309676468372344m/s,0.0877379775047302mA,155,0,FALSE
3721,2022-10-26T14:34:09.450Z,-0.436910897493362mA,36.5°,-1.78602027893066mA,39.6875°,-1.78169059753417mA,40.1875°,-0.225627586245536mA,43.125°,0.194876432418823mA,45.25°,-0.165672689676284mA,44.5625°,0.0979639366269111m/s,0.00206910166889429m/s,-0.00952353421598672m/s,0.372717916965484m/s,-0.0137133412063121m/s,-0.481601059436798m/s,0.0818800330162048mA,155,0,FALSE
3722,2022-10-26T14:34:10.457Z,0.754867434501648mA,36.5°,-1.72323489189147mA,39.6875°,-0.524477541446685mA,40.1875°,-0.638136446475982mA,43.0625°,-0.165962293744087mA,45.25°,-0.0388739071786403mA,44.625°,0.00372091517783701m/s,-3.34692558681126e-05m/s,2.6348762512207m/s,-0.600805282592773m/s,0.0m/s,0.664135932922363m/s,0.0824734568595886mA,155,0,FALSE
3723,2022-10-26T14:34:11.461Z,-0.459999233484268mA,36.5625°,-2.53069686889648mA,39.6875°,-1.42886400222778mA,40.25°,-0.192816615104675mA,43.0625°,-0.178444236516952mA,45.25°,0.281987488269805mA,44.5625°,-0.588525056838989m/s,-0.110979855060577m/s,-0.0784143880009651m/s,0.826215863227844m/s,0.187516689300537m/s,-0.168789431452751m/s,0.0800996422767639mA,155,0,FALSE
3724,2022-10-26T14:34:12.463Z,2.94893407821655mA,36.5625°,-1.78345906734466mA,39.6875°,-1.58015727996826mA,40.1875°,-0.292549192905426mA,43.0625°,-0.873389184474945mA,45.25°,0.0450329706072807mA,44.5625°,0.0781767889857292m/s,0.166085720062255m/s,-1.9644877910614m/s,0.303916364908218m/s,2.00817366343775e-14m/s,-0.375141710042953m/s,0.0737343430519104mA,155,0,FALSE
3725,2022-10-26T14:34:13.470Z,-0.0709934681653976mA,36.5625°,-1.80257964134216mA,39.6875°,-1.5856807231903mA,40.1875°,-0.474902927875518mA,43.0625°,0.0875791758298873mA,45.25°,0.00357991177588701mA,44.5625°,9.45789579418487e-05m/s,0.0m/s,0.000382542464649304m/s,0.0m/s,0.0m/s,0.0m/s,0.0844261646270752mA,155,0,FALSE
3726,2022-10-26T14:34:14.476Z,-0.0808397233486175mA,36.5625°,-1.7251306772232mA,39.6875°,-0.890750885009765mA,40.25°,-0.666134119033813mA,43.0625°,-0.0628663077950477mA,45.25°,0.152785599231719mA,44.5625°,0.000441812066128477m/s,4.53773245681077e-05m/s,-0.00161573616787791m/s,0.000446176185505464m/s,0.00120777008123695m/s,0.000716627808287739m/s,0.0851056575775146mA,155,0,FALSE
3727,2022-10-26T14:34:15.481Z,-0.10591884702444mA,36.5625°,-1.59084200859069mA,39.6875°,-0.748064815998077mA,40.25°,-0.643934726715087mA,43.0625°,-0.0855502188205719mA,45.25°,0.0292515195906162mA,44.5625°,0.0m/s,-8.4737672295887e-05m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.201547622680664mA,155,0,FALSE
3728,2022-10-26T14:34:16.485Z,-0.255541175603866mA,36.5625°,-1.67908430099487mA,39.6875°,-0.929658055305481mA,40.25°,-0.862099409103393mA,43.0625°,0.246617943048477mA,45.25°,0.0304156634956598mA,44.5625°,0.0m/s,0.0118274334818124m/s,-0.00182592112105339m/s,-0.00488144066184759m/s,0.00222410447895526m/s,2.87888688035309e-05m/s,0.484932661056518mA,155,0,FALSE
3729,2022-10-26T14:34:17.496Z,-0.231997042894363mA,36.5625°,-3.05128526687622mA,39.6875°,-2.5018515586853mA,40.1875°,0.0928403735160827mA,43.0625°,0.0177723765373229mA,45.25°,-0.203581780195236mA,44.625°,0.00394718581810593m/s,0.00437782704830169m/s,-0.0503690913319587m/s,1.18115854263305m/s,-0.0464111790060997m/s,-1.29404807090759m/s,0.0818800330162048mA,155,0,FALSE
3730,2022-10-26T14:34:18.500Z,-2.19937396049499mA,36.5625°,-3.25046825408935mA,39.6875°,-1.24392032623291mA,40.1875°,-0.506696462631225mA,43.0625°,1.73969006538391mA,45.25°,-0.138911217451095mA,44.625°,1.8231147147496e-10m/s,-0.182214856147766m/s,1.93862223625183m/s,-0.58948141336441m/s,-4.54833643743768e-05m/s,0.43297129869461m/s,0.0888387560844421mA,155,0,FALSE
3731,2022-10-26T14:34:19.504Z,-0.324651092290878mA,36.5625°,-2.48039650917053mA,39.6875°,-1.38766610622406mA,40.25°,-1.42701113224029mA,43.125°,0.150429040193557mA,45.25°,-0.230100512504577mA,44.5625°,0.17956705391407m/s,0.0614815093576908m/s,-0.0148759977892041m/s,-0.302910238504409m/s,-0.0668185651302337m/s,0.0920362547039985m/s,0.0856992602348327mA,155,0,FALSE
3732,2022-10-26T14:34:20.507Z,0.0510473139584064mA,36.5625°,-2.66820764541625mA,39.6875°,-1.260467171669mA,40.1875°,-0.548720836639404mA,43.0625°,0.0881558060646057mA,45.25°,-0.0307178739458322mA,44.625°,0.0m/s,7.96534368419088e-05m/s,0.0m/s,0.000125103193568065m/s,7.58002341449959e-11m/s,-6.75936098559759e-05m/s,0.178039014339447mA,155,0,FALSE
3733,2022-10-26T14:34:21.514Z,-0.303711146116256mA,36.5625°,-2.53357553482055mA,39.6875°,-0.899125337600708mA,40.25°,-0.338608860969543mA,43.125°,0.122328013181686mA,45.25°,0.132723078131675mA,44.5625°,-0.198059231042861m/s,0.000593440898228436m/s,-0.00825396738946437m/s,0.168726056814193m/s,0.00575461471453309m/s,0.0198028068989515m/s,0.0812864899635315mA,155,0,FALSE
3734,2022-10-26T14:34:22.522Z,-0.175347790122032mA,36.5625°,-2.62220287322998mA,39.6875°,-0.94614577293396mA,40.25°,-0.410517126321792mA,43.0625°,0.0816061124205589mA,45.25°,0.111590906977653mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,3.53736849749746e-33m/s,0.0m/s,0.0m/s,0.0896044969558715mA,155,0,FALSE
3735,2022-10-26T14:34:23.529Z,-0.131863251328468mA,36.5625°,-2.37918043136596mA,39.6875°,-0.978294610977172mA,40.25°,-0.439512491226196mA,43.0625°,0.0714351534843444mA,45.25°,0.0271552372723817mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0920644998550415mA,155,0,FALSE
3736,2022-10-26T14:34:24.534Z,0.124693430960178mA,36.5625°,-1.97462368011474mA,39.6875°,-1.47791099548339mA,40.1875°,-0.964489459991455mA,43.125°,-0.0917662382125854mA,45.25°,-0.176977977156639mA,44.5625°,0.258626103401184m/s,-0.000818510074168443m/s,0.000997292809188366m/s,-0.124468654394149m/s,-0.00613720249384641m/s,-0.143759921193122m/s,0.083325445652008mA,156,0,FALSE
3737,2022-10-26T14:34:25.540Z,0.326661497354507mA,36.5625°,-2.36276197433471mA,39.6875°,-1.51789569854736mA,40.25°,-1.26442742347717mA,43.0625°,0.0514139719307422mA,45.25°,0.153371810913085mA,44.5625°,-1.28127949873199e-13m/s,0.00344200734980404m/s,1.2494334441726e-05m/s,-0.000575685291551053m/s,0.000117486881208606m/s,-2.73972462682268e-16m/s,0.505215346813201mA,156,0,FALSE
3738,2022-10-26T14:34:26.540Z,-0.824362397193908mA,36.5625°,-2.87481212615966mA,39.6875°,-2.65348815917968mA,40.1875°,-0.495337128639221mA,43.125°,0.517831325531005mA,45.25°,0.0993142127990722mA,44.5625°,0.124861009418964m/s,0.0619140602648258m/s,-2.52476334571838m/s,0.35751274228096m/s,0.00100640463642776m/s,-0.486424952745437m/s,0.0894321799278259mA,156,0,FALSE
3739,2022-10-26T14:34:27.559Z,0.0847506821155548mA,36.625°,-3.81619477272033mA,39.625°,-1.35327005386352mA,40.1875°,-1.2358341217041mA,43.125°,-0.733191132545471mA,45.25°,0.138196647167205mA,44.5625°,-0.0766136273741722m/s,-0.00826113019138574m/s,-0.00980719644576311m/s,-0.397087633609771m/s,0.0173793658614158m/s,0.434397220611572m/s,0.0851919054985046mA,156,0,FALSE
3740,2022-10-26T14:34:28.563Z,0.170621335506439mA,36.5625°,-2.61926436424255mA,39.6875°,-1.54710936546325mA,40.1875°,-1.84130275249481mA,43.125°,0.0723942220211029mA,45.25°,0.209938406944274mA,44.5625°,0.122490629553794m/s,0.0486018545925617m/s,-0.000501577043905854m/s,-0.305081039667129m/s,0.017182694748044m/s,0.188389062881469m/s,0.0896044969558715mA,156,0,FALSE
3741,2022-10-26T14:34:29.571Z,-0.266092717647552mA,36.5625°,-2.52868843078613mA,39.6875°,-1.63839411735534mA,40.1875°,-0.850565314292907mA,43.0625°,0.472415924072265mA,45.25°,0.133758425712585mA,44.5625°,-1.52926500062639e-34m/s,0.00884534977376461m/s,-0.00214549363590776m/s,1.06860891663229e-11m/s,0.000107135310827288m/s,-0.000804312003310769m/s,0.184997916221618mA,156,0,FALSE
3742,2022-10-26T14:34:30.572Z,0.0376421920955181mA,36.5625°,-1.76163125038146mA,39.6875°,-0.981048822402954mA,40.1875°,-0.494133293628692mA,43.125°,-0.000584816676564514mA,45.25°,-0.0619337745010852mA,44.625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,-6.51323425699956e-05m/s,0.0844261646270752mA,156,0,FALSE
3743,2022-10-26T14:34:31.576Z,0.045205108821392mA,36.5625°,-1.891082406044mA,39.6875°,-1.04373335838317mA,40.1875°,-0.524206697940826mA,43.125°,0.00347318639978766mA,45.1875°,-0.0256825312972068mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0851919054985046mA,156,0,FALSE
3744,2022-10-26T14:34:32.580Z,-0.320883780717849mA,36.5625°,-2.45858979225158mA,39.75°,-1.23827266693115mA,40.1875°,-0.289691179990768mA,43.0625°,0.161417335271835mA,45.25°,-0.149834036827087mA,44.5625°,-0.145268738269805m/s,0.00113142747431993m/s,-0.0156545843929052m/s,0.280562460422515m/s,-0.00889406818896532m/s,-0.142308428883552m/s,0.0856992006301879mA,156,0,FALSE
3745,2022-10-26T14:34:33.589Z,-0.219641268253326mA,36.5625°,-1.90077376365661mA,39.6875°,-1.95247650146484mA,40.1875°,-0.264659285545349mA,43.125°,0.115909084677696mA,45.25°,-0.139731436967849mA,44.5625°,0.0665146186947822m/s,0.0104646272957324m/s,-0.0241551287472248m/s,0.549793481826782m/s,-0.0203170627355575m/s,-0.614197075366973m/s,0.0908775329589843mA,156,0,FALSE
3746,2022-10-26T14:34:34.596Z,0.0617153719067573mA,36.5625°,-2.01792883872985mA,39.6875°,-0.75116753578186mA,40.1875°,-0.530218720436096mA,43.125°,0.0297289192676544mA,45.25°,-0.0417561382055282mA,44.5625°,0.0m/s,-0.0103551018983125m/s,2.57452368736267m/s,-0.571925222873687m/s,-2.22007718717767e-30m/s,0.646085858345031m/s,0.0864649415016174mA,156,0,FALSE
3747,2022-10-26T14:34:35.604Z,-0.0524219125509262mA,36.5625°,-1.90284490585327mA,39.6875°,-0.851448595523834mA,40.1875°,-0.82466983795166mA,43.0625°,-0.211798265576362mA,45.25°,-0.152212232351303mA,44.5625°,0.150896221399307m/s,-0.00926390569657087m/s,-0.00028714575455524m/s,-0.245244264602661m/s,-0.0602841787040233m/s,0.0404532253742218m/s,0.0856992006301879mA,156,0,FALSE
3748,2022-10-26T14:34:36.611Z,-1.0058114528656mA,36.5625°,-1.76339375972747mA,39.6875°,-1.51907348632812mA,40.1875°,-0.059186216443777mA,43.0625°,0.179501220583915mA,45.25°,0.0432557463645935mA,44.5625°,0.0981163531541824m/s,0.166130989789962m/s,-2.58005905151367m/s,0.382464796304702m/s,0.0m/s,-0.506020784378051m/s,0.0820523500442504mA,156,0,FALSE
3749,2022-10-26T14:34:37.616Z,0.0411592237651348mA,36.5625°,-1.84376537799835mA,39.6875°,-1.62757992744445mA,40.1875°,-0.414919435977935mA,43.0625°,0.0489543862640857mA,45.25°,0.00971771590411663mA,44.5625°,2.23812924436662e-37m/s,5.22388727404177e-05m/s,0.0m/s,-1.02558669823338e-05m/s,0.0m/s,0.0m/s,0.0831530690193176mA,156,0,FALSE
3750,2022-10-26T14:34:38.620Z,0.204782098531723mA,36.5625°,-1.54231572151184mA,39.6875°,-0.648681640625mA,40.1875°,-1.0726660490036mA,43.0625°,-0.272667586803436mA,45.25°,0.223245307803154mA,44.5625°,0.361251294612884m/s,-0.0811202302575111m/s,0.0856511816382408m/s,-0.992147326469421m/s,0.0439221747219562m/s,0.626235961914062m/s,0.080606997013092mA,156,0,FALSE
3751,2022-10-26T14:34:39.622Z,-0.0919478982686996mA,36.5625°,-1.62142765522003mA,39.6875°,-0.744218587875366mA,40.25°,-0.660948514938354mA,43.0625°,-0.07963827252388mA,45.25°,0.0665736198425293mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,4.3631673179334e-05m/s,0.0869722962379455mA,156,0,FALSE
3752,2022-10-26T14:34:40.631Z,0.102363988757133mA,36.5625°,-1.64564943313598mA,39.6875°,-0.80796855688095mA,40.1875°,-0.657566964626312mA,43.0625°,0.0274710692465305mA,45.25°,0.0409019030630588mA,44.5625°,-9.34143099584616e-05m/s,0.0268217306584119m/s,-0.00512020522728562m/s,-0.00124590250197798m/s,0.0m/s,-0.000374111899873241m/s,0.187630116939544mA,156,0,FALSE
3753,2022-10-26T14:34:41.638Z,-0.130425259470939mA,36.5625°,-4.66690063476562mA,39.6875°,-3.46989202499389mA,40.1875°,-1.36386859416961mA,43.125°,0.0117871239781379mA,45.25°,-0.122495487332344mA,44.5625°,-0.298259556293487m/s,0.00852773711085319m/s,-0.0583741590380668m/s,0.946627914905548m/s,-0.0344445072114467m/s,-0.684344589710235m/s,0.0896907448768615mA,156,0,FALSE
3754,2022-10-26T14:34:42.642Z,-0.397767066955566mA,36.5625°,-3.22707891464233mA,39.75°,-0.152191191911697mA,40.1875°,0.748426735401153mA,43.0625°,1.26007485389709mA,45.25°,-0.126503616571426mA,44.5625°,-0.000998042058199644m/s,0.00661432556807994m/s,2.60479712486267m/s,-0.531912386417388m/s,0.00102910562418401m/s,0.64556086063385m/s,0.0868860483169555mA,156,0,FALSE
3755,2022-10-26T14:34:43.643Z,0.0563057027757167mA,36.5625°,-2.43142962455749mA,39.6875°,-1.3914794921875mA,40.1875°,-1.34507203102111mA,43.0625°,-0.344022512435913mA,45.25°,-0.259747475385665mA,44.5625°,0.213169530034065m/s,-0.0147449979558587m/s,-2.55363119094909e-07m/s,-0.48587828874588m/s,-0.101901970803737m/s,0.224268317222595m/s,0.0838326215744018mA,156,0,FALSE
3756,2022-10-26T14:34:44.652Z,-0.0312455967068672mA,36.5625°,-2.91840267181396mA,39.6875°,-1.24140191078186mA,40.1875°,-0.756152153015136mA,43.0625°,0.161623939871788mA,45.25°,-0.0331039540469646mA,44.5625°,-0.0143477572128176m/s,0.00277941348031163m/s,-1.52544712972435e-10m/s,-0.00280781276524066m/s,0.000868346134666353m/s,-0.013864099048078m/s,0.173540294170379mA,156,0,FALSE
3757,2022-10-26T14:34:45.660Z,-0.364532113075256mA,36.5625°,-2.70741152763366mA,39.6875°,-0.731386184692382mA,40.25°,-0.273669838905334mA,43.0625°,0.117537818849086mA,45.25°,0.15531039237976mA,44.5625°,-0.366326123476028m/s,0.000535055587533861m/s,-0.00993440859019756m/s,0.24387077987194m/s,0.0116501348093152m/s,0.121913030743598m/s,0.0838326215744018mA,156,0,FALSE
3758,2022-10-26T14:34:46.672Z,-0.231215223670005mA,36.5625°,-2.73793458938598mA,39.6875°,-0.923364400863647mA,40.25°,-0.451975435018539mA,43.0625°,0.0678859800100326mA,45.25°,0.0975068211555481mA,44.5625°,-0.000787899189162999m/s,0.0m/s,-0.000100523655419237m/s,-2.32924223103641e-38m/s,2.73113070696906e-42m/s,7.13853660272434e-05m/s,0.0845122933387756mA,156,0,FALSE
